timestamp,decision,score,prob_buy,prob_hold,prob_sell,prob_gap,indicator_sma,indicator_rsi,indicator_macd,indicator_bollinger,indicator_volume,indicator_bias,price
2021-02-21,hold,0.15854875532467294,0.3187200288430771,0.34110869763851887,0.34017127351840415,0.000937424120114716,1,0,1,1,0,0.6,126.73388671875
2021-02-28,hold,0.034219393054697234,0.32067111158112493,0.33287716989244726,0.34645171852642775,0.013574548633980499,1,0,-1,1,0,0.2,118.3318099975586
2021-03-07,hold,0.035481575896583406,0.33574186896658414,0.3039978379634152,0.3602602930700007,0.024518424103416536,1,0,-1,0,1,0.2,118.48796081542969
2021-03-14,hold,-0.008313622544707355,0.3413174923398132,0.30905139277566634,0.34963111488452053,0.008313622544707355,1,0,-1,0,0,0.0,118.10739135742188
2021-03-21,hold,0.028314514350710307,0.3592692013956969,0.30977611155931645,0.3309546870449866,0.028314514350710307,1,0,-1,0,0,0.0,117.09247589111328
2021-03-28,hold,0.027442757962616804,0.3602926557002712,0.30685744656207453,0.3328498977376544,0.027442757962616804,1,0,-1,0,0,0.0,118.28302764892578
2021-04-04,hold,-0.0379128795391217,0.35417108337170083,0.3137449537174766,0.3320839629108226,0.02208712046087824,1,0,-1,0,-1,-0.2,120.02981567382812
2021-04-11,hold,-0.0227166022445644,0.3193057139606097,0.33867196983421616,0.3420223162051741,0.003350346370957935,1,0,-1,0,0,0.0,129.788330078125
2021-04-18,hold,0.012823956504251666,0.34786660072223907,0.31709075505977363,0.3350426442179874,0.012823956504251666,1,0,-1,0,0,0.0,130.92034912109375
2021-04-25,hold,0.1416041864280353,0.3461804294976139,0.32924332743280743,0.3245762430695786,0.016937102064806475,1,0,1,0,0,0.4,131.07644653320312
2021-05-02,hold,0.14215711994218322,0.34178716263583264,0.33858279467051783,0.3196300426936494,0.003204367965314814,1,0,1,0,0,0.4,128.2855224609375
2021-05-09,hold,0.14975157006359274,0.35050172829902687,0.32874811346553895,0.3207501582354341,0.021753614833487922,1,0,1,0,0,0.4,127.28150939941406
2021-05-16,hold,0.025885189184393476,0.34558224436920026,0.33472070044599295,0.3196970551848068,0.010861543923207317,1,0,-1,0,0,0.0,124.58360290527344
2021-05-23,hold,0.036861637074011966,0.3548667242378935,0.32712818859822496,0.31800508716388154,0.02773853563966855,1,0,-1,0,0,0.0,122.6090316772461
2021-05-30,hold,-0.022856703185224148,0.36131859902436164,0.31450609876605257,0.32417530220958585,0.037143296814775795,1,0,-1,0,-1,-0.2,121.8074722290039
2021-06-06,hold,-0.03390136661761067,0.3587002875620184,0.30869805825835267,0.33260165417962906,0.026098633382389325,1,0,-1,0,-1,-0.2,123.05867767333984
2021-06-13,hold,-0.035869614707335074,0.33767836252330924,0.34877366024604634,0.31354797723064437,0.011095297722737096,1,0,-1,0,-1,-0.2,124.48584747314453
2021-06-20,hold,0.003978258615085772,0.3369975877425877,0.3299830831299103,0.33301932912750193,0.003978258615085772,1,0,-1,0,0,0.0,127.52590942382812
2021-06-27,hold,0.012640602504821796,0.34731927621869046,0.3180020500674409,0.33467867371386867,0.012640602504821796,1,0,-1,0,0,0.0,130.11630249023438
2021-07-04,hold,0.0009660391897840515,0.332497337586964,0.33597136401585614,0.33153129839717993,0.003474026428892163,1,0,1,-1,-1,0.0,136.812255859375
2021-07-11,hold,0.01605169303266596,0.30873511307175167,0.33858146688916274,0.35268342003908565,0.014101953149922908,1,0,1,-1,0,0.2,141.84640502929688
2021-07-18,hold,0.014241159012346793,0.30983450799209394,0.33457214302815896,0.3555933489797471,0.02102120595158813,1,0,1,-1,0,0.2,143.0976104736328
2021-07-25,hold,0.024155647044899475,0.303347915103269,0.3574598168383616,0.3391922680583695,0.018267548779992093,1,0,1,-1,0,0.2,145.21884155273438
2021-08-01,hold,0.10019610161876169,0.3244941694060642,0.3312077628066333,0.3442980677873025,0.01309030498066921,1,0,1,0,0,0.4,142.5795440673828
2021-08-08,hold,0.025080320017502045,0.32504066898763845,0.3149989820422252,0.35996034897013635,0.0349196799824979,1,0,1,0,-1,0.2,143.06727600097656
2021-08-15,hold,-0.036452726522358814,0.3194143549235773,0.32471856363048673,0.3558670814459361,0.03114851781544936,1,0,1,-1,-1,0.0,145.96505737304688
2021-08-22,hold,0.10055417337567918,0.3229586274397476,0.33463691849618393,0.34240445406406844,0.007767535567884509,1,0,1,0,0,0.4,145.07418823242188
2021-08-29,hold,0.06499305170201874,0.33549791592742517,0.33399721984716835,0.3305048642254065,0.0015006960802568248,1,0,1,0,-1,0.2,145.47555541992188
2021-09-05,hold,0.015320481724669599,0.3059182602170754,0.3434839612905189,0.35059777849240575,0.007113817201886863,1,0,1,-1,0,0.2,151.0557098388672
2021-09-12,hold,0.1408105913978136,0.35178770475869986,0.31723518188041394,0.33097711336088625,0.020810591397813605,1,0,1,0,0,0.4,145.8377685546875
2021-09-19,buy,0.21549392579189539,0.35392450052079655,0.32764492475030227,0.3184305747289012,0.02627957577049428,1,0,1,0,1,0.6,142.98898315429688
2021-09-26,hold,0.14675132666847718,0.3426548103747074,0.3414417059190624,0.3159034837062302,0.0012131044556449866,1,0,1,0,0,0.4,143.8308868408203
2021-10-03,hold,0.02859898116057119,0.34629966613270713,0.3359996488951569,0.31770068497213594,0.010300017237550252,1,0,-1,0,0,0.0,139.65065002441406
2021-10-10,hold,0.01864137616760797,0.36127369881307886,0.2960939785414503,0.3426323226454709,0.01864137616760797,1,0,-1,0,0,0.0,139.89540100097656
2021-10-17,hold,0.025370584080656566,0.3542419702404134,0.3168866435998299,0.3288713861597568,0.025370584080656566,1,0,-1,0,0,0.0,141.79458618164062
2021-10-24,hold,0.014046987500911157,0.34214280806216574,0.3297613713765797,0.3280958205612546,0.012381436685586056,1,0,-1,0,0,0.0,145.56365966796875
2021-10-31,hold,0.01492493199727174,0.3373195589989339,0.34028581399940405,0.32239462700166216,0.0029662550004701527,1,0,-1,0,0,0.0,146.6503143310547
2021-11-07,hold,0.013184022215387059,0.33694174709465735,0.33930052802607236,0.3237577248792703,0.0023587809314150054,1,0,-1,0,0,0.0,148.31536865234375
2021-11-14,hold,-0.046158797207735636,0.33642735204294866,0.3409864987063669,0.32258614925068435,0.004559146663418223,1,0,-1,0,-1,-0.2,147.05062866210938
2021-11-21,hold,0.12182808918756333,0.317159428210529,0.3675092327665053,0.3153313390229657,0.05034980455597632,1,0,1,-1,1,0.4,157.4036865234375
2021-11-28,hold,0.07643698407174515,0.33063454971192097,0.3551678846479032,0.3141975656401758,0.024533334935982254,1,0,1,-1,0,0.2,153.73696899414062
2021-12-05,hold,0.08997021513410719,0.29995141928450036,0.3700673765651064,0.32998120415039317,0.04008617241471324,1,0,1,-1,1,0.4,158.6684112548828
2021-12-12,hold,0.0031211896133680472,0.2863551264760531,0.37041093666126196,0.34323393686268505,0.027176999798576906,1,-1,1,-1,1,0.2,175.93331909179688
2021-12-19,hold,0.04044925847449632,0.28217624251779044,0.3560967734389154,0.3617269840432941,0.005630210604378738,1,0,1,-1,1,0.4,167.7861785888672
2021-12-26,hold,-0.023994618010385715,0.27078005968579094,0.37444526261803235,0.35477467769617665,0.019670584921855694,1,0,1,-1,0,0.2,172.82542419433594
2022-01-02,hold,-0.06634696486774694,0.28329910252750173,0.3670548300772496,0.34964606739524867,0.017408762682000922,1,-1,1,-1,0,0.0,174.0901641845703
2022-01-09,hold,0.06756191621830843,0.2912950507632119,0.3649718146918846,0.34373313454490345,0.02123868014698116,1,0,1,0,0,0.4,168.7959747314453
2022-01-16,hold,0.06745868664389276,0.29584837158454175,0.3557619434748092,0.348389684940649,0.0073722585341602365,1,0,1,0,0,0.4,169.6782989501953
2022-01-23,hold,0.08246581551753035,0.29963504943655145,0.3631957166444275,0.3371692339190211,0.02602648272540642,1,0,1,0,0,0.4,159.2272491455078
2022-01-30,hold,0.13841184071604998,0.2949847680158239,0.36844230468440203,0.33657292729977395,0.031869377384628084,1,0,1,0,1,0.6,166.99203491210938
2022-02-06,hold,-0.06824884696639899,0.29241430122588236,0.3469225505818363,0.36066314819228135,0.013740597610445049,1,0,-1,0,0,0.0,169.22698974609375
2022-02-13,hold,-0.07227157577293386,0.2875113604028629,0.3527057034213403,0.35978293617579676,0.007077232754456486,1,0,-1,0,0,0.0,165.54576110839844
2022-02-20,hold,-0.0604060707774855,0.303600167847682,0.3323935935271505,0.3640062386251675,0.031612645098017034,1,0,-1,0,0,0.0,164.2303924560547
2022-02-27,hold,-0.06597033267188285,0.3014331303740473,0.3311634065800226,0.36740346304593013,0.036240056465907555,1,0,-1,0,0,0.0,161.82534790039062
2022-03-06,hold,-0.06126284791517739,0.3072633139769218,0.32421052413097906,0.3685261618920992,0.04431563776112013,1,0,-1,0,0,0.0,160.17617797851562
2022-03-13,hold,-0.01488579930612871,0.3335503969606868,0.3180134067724978,0.3484361962668155,0.01488579930612871,1,0,-1,0,0,0.0,151.89100646972656
2022-03-20,hold,-0.052708233371409785,0.30681002681603387,0.3336717129965225,0.35951826018744365,0.025846547190921165,1,0,-1,0,0,0.0,160.9712677001953
2022-03-27,hold,-0.08221079896750844,0.2854115342886883,0.34696613245511504,0.36762233325619675,0.020656200801081714,1,0,-1,0,0,0.0,171.51425170898438
2022-04-03,hold,-0.09186761290586543,0.2991739452373791,0.3097844966193763,0.39104155814324454,0.08125706152386825,1,0,-1,0,0,0.0,171.1117706298828
2022-04-10,hold,-0.08621001195699413,0.3045773300138249,0.304635328015356,0.39078734197081905,0.08615201395546307,1,0,-1,0,0,0.0,166.9691925048828
2022-04-17,hold,-0.14283495239101762,0.2957103487803245,0.3257443500483333,0.37854530117134216,0.052800951123008866,1,0,-1,0,-1,-0.2,162.2572479248047
2022-04-24,hold,-0.08340207981180514,0.29869907719449945,0.319199765799196,0.3821011570063046,0.06290139120710858,1,0,-1,0,0,0.0,158.8214569091797
2022-05-01,hold,0.042749168169988305,0.31167877332677646,0.3593916215164354,0.3289296051567881,0.030462016359647293,1,0,-1,1,0,0.2,154.75746154785156
2022-05-08,hold,0.03613081297990728,0.3225224230290767,0.3310859669217539,0.34639161004916935,0.015305643127415447,1,0,-1,0,1,0.2,154.62106323242188
2022-05-15,buy,0.16990566246055716,0.36296247680490706,0.3239807088507431,0.3130568143443499,0.03898176795416397,1,0,-1,1,1,0.4,144.62301635742188
